worksheet,item,count,item_location,invoice_no,description,agency,pc,peripherals,status,item_user,item_value,purchase_date,install_date,currency,
23,Laptop,2,,20366,HP 430 ,,CND4490JF1,,Deployed,,1,232,02/02/15,,USD
23,Laptop,3,,20366,HP 430 ,,CND4490J7Q,,Deployed,,1,232,02/02/15,,USD
23,Laptop,4,,20366,HP 430 ,,CND4490JDM,,Deployed,,1,232,02/02/15,,USD
23,Laptop,5,,20366,HP 430 ,,CND4490JBX,,Deployed,,1,232,02/02/15,,USD
23,Laptop,6,,20366,HP 430 ,,CND4490J80,,Deployed,,1,232,02/02/15,,USD
23,Laptop,7,,20366,HP 430 ,,CND4490J9F,,Deployed,,1,232,02/02/15,,USD
23,Laptop,8,,20366,HP 430 ,,CND4490J7K,,Deployed,,1,232,02/02/15,,USD
23,Laptop,9,,20366,HP 430 ,,CND4490JB5,,Deployed,,1,232,02/02/15,,USD
23,Laptop,10,,20366,HP 430 ,,CND4490J7R,,Deployed,,1,232,02/02/15,,USD
23,Laptop,11,,20366,HP 430 ,,CND4490J9X,,Deployed,,1,232,02/02/15,,USD
23,Laptop,12,,20366,HP 430 ,,CND4490J83,,Deployed,,1,232,02/02/15,,USD
23,Laptop,13,,20366,HP 430 ,,CND4490J6N,,Deployed,,1,232,02/02/15,,USD
23,Laptop,14,,20366,HP 430 ,,CND4490JB8,,Deployed,,1,232,02/02/15,,USD
23,Laptop,15,,20366,HP 430 ,,CND4490J9S,,Deployed,,1,232,02/02/15,,USD
23,Laptop,16,,20366,HP 430 ,,CND4490J6P,,Deployed,,1,232,02/02/15,,USD
23,Laptop,17,,20366,HP 430 ,,CND4492YJ5,,Deployed,,1,232,02/02/15,,USD
23,Laptop,18,,20366,HP 430 ,,CND4490JBZ,,Deployed,,1,232,02/02/15,,USD
23,Laptop,19,,20366,HP 430 ,,CND4490J7X,,Deployed,,1,232,02/02/15,,USD
23,Laptop,20,,20366,HP 430 ,,CND4490JC8,,Deployed,,1,232,02/02/15,,USD
23,Laptop,21,,20366,HP 430 ,,CND4490JD3,,Deployed,,1,232,02/02/15,,USD
23,Laptop,22,,20366,HP 430 ,,CND4490JBB,,Deployed,,1,232,02/02/15,,USD
23,Laptop,23,,20366,HP 430 ,,CND4490JF0,,Deployed,,1,232,02/02/15,,USD
23,Laptop,24,,20366,HP 430 ,,CND4490JCH,,Deployed,,1,232,02/02/15,,USD
23,Laptop,25,,20366,HP 430 ,,CND4490JC5,,Deployed,,1,232,02/02/15,,USD
23,Laptop,26,,20366,HP 430 ,,CND4490J8F,,Deployed,,1,232,02/02/15,,USD
23,Laptop,27,,20366,HP 430 ,,CND4490J7D,,Deployed,,1,232,02/02/15,,USD
23,Laptop,28,,20366,HP 430 ,,CND4490JF2,,Deployed,,1,232,02/02/15,,USD
23,Laptop,29,,20366,HP 430 ,,CND4490JF6,,Deployed,,1,232,02/02/15,,USD
23,Laptop,30,,20366,HP 430 ,,CND4490JDG,,Deployed,,1,232,02/02/15,,USD
23,Laptop,1,,20394,HP 430 ,,CND4519HFV,,Deployed,,1,232,04/01/15,,USD
23,Laptop,2,,20394,HP 430 ,,CND4517HF5,,Deployed,,1,232,04/01/15,,USD
23,Laptop,3,,20394,HP 430 ,,CND4519HF9,,Deployed,,1,232,04/01/15,,USD
23,Laptop,4,,20394,HP 430 ,,CND4517HK3,,Deployed,,1,232,04/01/15,,USD
23,Laptop,5,,20394,HP 430 ,,CND4517HKF,,Deployed,,1,232,04/01/15,,USD
23,Laptop,6,,20394,HP 430 ,,CND4517HF3,,Deployed,,1,232,04/01/15,,USD
23,Laptop,7,,20394,HP 430 ,,CND4519HFQ,,Deployed,,1,232,04/01/15,,USD
23,Laptop,8,,20394,HP 430 ,,CND4517HKJ,,Deployed,,1,232,04/01/15,,USD
23,Laptop,9,,20394,HP 430 ,,CND4519HDN,,Deployed,,1,232,04/01/15,,USD
23,Laptop,10,,20394,HP 430 ,,CND4519HD7,,Deployed,,1,232,04/01/15,,USD
23,Laptop,11,,20394,HP 430 ,,CND4519HD4,,Deployed,,1,232,04/01/15,,USD
23,Laptop,12,,20394,HP 430 ,,CND4517HJP,,Deployed,,1,232,04/01/15,,USD
23,Laptop,13,,20394,HP 430 ,,CND4519HFZ,,Deployed,,1,232,04/01/15,,USD
23,Laptop,14,,20394,HP 430 ,,CND4519HFY,,Deployed,,1,232,04/01/15,,USD
23,Laptop,15,,20394,HP 430 ,,CND4519HDH,,Deployed,,1,232,04/01/15,,USD
23,Laptop,16,,20394,HP 430 ,,CND4519HG5,,Deployed,,1,232,04/01/15,,USD
23,Laptop,17,,20394,HP 430 ,,CND4517HJK,,Deployed,,1,232,04/01/15,,USD
23,Laptop,18,,20394,HP 430 ,,CND4519HDB,,Deployed,,1,232,04/01/15,,USD
23,Laptop,19,,20394,HP 430 ,,CND4517HJB,,Deployed,,1,232,04/01/15,,USD
23,Laptop,20,,20394,HP 430 ,,CND4519HCP,,Deployed,,1,232,04/01/15,,USD
23,Laptop,21,,20394,HP 430 ,,CND4517HFB,,Deployed,,1,232,04/01/15,,USD
23,Laptop,22,,20394,HP 430 ,,CND4519HFW,,Deployed,,1,232,04/01/15,,USD
23,Laptop,23,,20394,HP 430 ,,CND4517HKB,,Deployed,,1,232,04/01/15,,USD
23,Laptop,24,,20394,HP 430 ,,CND4517HFF,,Deployed,,1,232,04/01/15,,USD
23,Laptop,25,,20394,HP 430 ,,CND4519HG9,,Deployed,,1,232,04/01/15,,USD
23,Laptop,26,,20394,HP 430 ,,CND4517HM0,,Deployed,,1,232,04/01/15,,USD
23,Laptop,27,,20394,HP 430 ,,CND4517HFP,,Deployed,,1,232,04/01/15,,USD
23,Laptop,28,,20394,HP 430 ,,CND4519HDW,,Deployed,,1,232,04/01/15,,USD
23,Laptop,29,,20394,HP 430 ,,CND4519HFF,,Deployed,,1,232,04/01/15,,USD
23,Laptop,30,,20394,HP 430 ,,CND4517HD4,,Deployed,,1,232,04/01/15,,USD
23,Laptop,1,,20451,HP 430 ,,CND4517H55,,Deployed,,1283,06/02/15,,USD,
23,Laptop,2,,20451,HP 430 ,,CND4517H66,,Deployed,,1,284,06/02/15,,USD
23,Laptop,3,,20451,HP 430 ,,CND4519HDK,,Deployed,,1,284,06/02/15,,USD
23,Laptop,4,,20451,HP 430 ,,CND4519HD0,,Deployed,,1,284,06/02/15,,USD
23,Laptop,5,,20451,HP 430 ,,CND4519HDM,,Deployed,,1,284,06/02/15,,USD
23,Laptop,6,,20451,HP 430 ,,CND4519HD8,,Deployed,,1,284,06/02/15,,USD
23,Laptop,7,,20451,HP 430 ,,CND4519HK6,,Deployed,,1,284,06/02/15,,USD
23,Laptop,8,,20451,HP 430 ,,CND4519HLC,,Deployed,,1,284,06/02/15,,USD
23,Laptop,9,,20451,HP 430 ,,CND4519HKD,,Deployed,,1,284,06/02/15,,USD
23,Laptop,10,,20451,HP 430 ,,CND4519HKL,,Deployed,,1,284,06/02/15,,USD
23,Laptop,11,,20451,HP 430 ,,CND4519HJJ,,Deployed,,1,284,06/02/15,,USD
23,Laptop,12,,20451,HP 430 ,,CND4519HK2,,Deployed,,1,284,06/02/15,,USD
23,Laptop,13,,20451,HP 430 ,,CND4519HLQ,,Deployed,,1,284,06/02/15,,USD
23,Laptop,14,,20451,HP 430 ,,CND4519HJG,,Deployed,,1,284,06/02/15,,USD
23,Laptop,15,,20451,HP 430 ,,CND4519HJR,,Deployed,,1,284,06/02/15,,USD
23,Laptop,16,,20451,HP 430 ,,CND4519HJL,,Deployed,,1,284,06/02/15,,USD
23,Laptop,17,,20451,HP 430 ,,CND5105WK0,,Deployed,,1,284,06/02/15,,USD
23,Laptop,18,,20451,HP 430 ,,CND5105WDG,,Deployed,,1,284,06/02/15,,USD
23,Laptop,19,,20451,HP 430 ,,CND5105WF3,,Deployed,,1,284,06/02/15,,USD
23,Laptop,20,,20451,HP 430 ,,CND5105WC6,,Deployed,,1,284,06/02/15,,USD
23,Laptop,21,,20451,HP 430 ,,CND5105WJX,,Deployed,,1,284,06/02/15,,USD
23,Laptop,22,,20451,HP 430 ,,CND5105WHZ,,Deployed,,1,284,06/02/15,,USD
23,Laptop,23,,20451,HP 430 ,,CND5105WH7,,Deployed,,1,284,06/02/15,,USD
23,Laptop,24,,20451,HP 430 ,,CND5105WJ3,,Deployed,,1,284,06/02/15,,USD
23,Laptop,25,,20451,HP 430 ,,CND5105WF7,,Deployed,,1,284,06/02/15,,USD
23,Laptop,26,,20451,HP 430 ,,CND5105WDM,,Deployed,,1,284,06/02/15,,USD
23,Laptop,27,,20451,HP 430 ,,CND5105WFK,,Deployed,,1,284,06/02/15,,USD
23,Laptop,28,,20451,HP 430 ,,CND5105WFB,,Deployed,,1,284,06/02/15,,USD
23,Laptop,29,,20451,HP 430 ,,CND5105WGB,,Deployed,,1,284,06/02/15,,USD
23,Laptop,30,,20451,HP 430 ,,CND5105WC8,,Deployed,,1,284,06/02/15,,USD
23,Laptop,1,,20491,HP 820,,5CG5133CZY,,Deployed,,1,584,08/04/15,,USD
23,Laptop,2,,20491,HP 820,,5CG5133D4F,,Deployed,,1,584,08/04/15,,USD
23,Laptop,3,,20491,HP 820,,5CG5133CPQ,,Deployed,,1,584,08/04/15,,USD
23,Laptop,4,,20491,HP 820,,5CG5133CPH,,Deployed,,1,584,08/04/15,,USD
23,Laptop,5,,20491,HP 820,,5CG5133CQ5,,Deployed,,1,584,08/04/15,,USD
23,Laptop,6,,20491,HP 820,,5CG5133D3R,,Deployed,,1,584,08/04/15,,USD
23,Laptop,7,,20491,HP 820,,5CG5133CSN,,Deployed,,1,584,08/04/15,,USD
23,Laptop,8,,20491,HP 820,,5CG5133CVR,,Deployed,,1,584,08/04/15,,USD
23,Laptop,9,,20491,HP 820,,5CG5133CSJ,,Deployed,,1,584,08/04/15,,USD
23,Laptop,10,,20491,HP 820,,5CG5133D2Z,,Deployed,,1,584,08/04/15,,USD
23,Laptop,1,,20505,HP 430 ,,CND5105WKR,,Deployed,,1,284,09/01/15,,USD
23,Laptop,2,,20505,HP 430 ,,CND5105WMB,,Deployed,,1,284,09/01/15,,USD
23,Laptop,3,,20505,HP 430 ,,CND5105WKL,,Deployed,,1,284,09/01/15,,USD
23,Laptop,4,,20505,HP 430 ,,CND5105WKD,,Deployed,,1,284,09/01/15,,USD
23,Laptop,5,,20505,HP 430 ,,CND5105WM7,,Deployed,,1,284,09/01/15,,USD
23,Laptop,6,,20505,HP 430 ,,CND5105WFR,,Deployed,,1,284,09/01/15,,USD
23,Laptop,7,,20505,HP 430 ,,CND5105WM8,,Deployed,,1,284,09/01/15,,USD
23,Laptop,8,,20505,HP 430 ,,CND5105WMF,,Deployed,,1,284,09/01/15,,USD
23,Laptop,9,,20505,HP 430 ,,CND5105WNG,,Deployed,,1,284,09/01/15,,USD
23,Laptop,10,,20505,HP 430 ,,CND5105WMY,,Deployed,,1,284,09/01/15,,USD
23,Laptop,11,,20505,HP 430 ,,CND5105WMN,,Deployed,,1,284,09/01/15,,USD
23,Laptop,12,,20505,HP 430 ,,CND5105WLI,,Deployed,,1,284,09/01/15,,USD
23,Laptop,13,,20505,HP 430 ,,CND5105WKK,,Deployed,,1,284,09/01/15,,USD
23,Laptop,14,,20505,HP 430 ,,CND5105WMK,,Deployed,,1,284,09/01/15,,USD
23,Laptop,15,,20505,HP 430 ,,CND5105WK2,,Deployed,,1,284,09/01/15,,USD
23,Laptop,16,,20505,HP 430 ,,CND5105WKG,,Deployed,,1,284,09/01/15,,USD
23,Laptop,17,,20505,HP 430 ,,CND5105WCP,,Deployed,,1,284,09/01/15,,USD
23,Laptop,18,,20505,HP 430 ,,CND5105WNR,,Deployed,,1,284,09/01/15,,USD
23,Laptop,19,,20505,HP 430 ,,CND5105WKB,,Deployed,,1,284,09/01/15,,USD
23,Laptop,20,,20505,HP 430 ,,CND5105WKS,,Deployed,,1,284,09/01/15,,USD
23,Laptop,21,,20505,HP 430 ,,CND5105WK7,,Deployed,,1,284,09/01/15,,USD
23,Laptop,22,,20505,HP 430 ,,CND5105WM0,,Deployed,,1,284,09/01/15,,USD
23,Laptop,23,,20505,HP 430 ,,CND5105WDC,,Deployed,,1,284,09/01/15,,USD
23,Laptop,24,,20505,HP 430 ,,CND5105WKZ,,Deployed,,1,284,09/01/15,,USD
23,Laptop,25,,20505,HP 430 ,,CND5105WNB,,Deployed,,1,284,09/01/15,,USD
23,Laptop,26,,20505,HP 430 ,,CND5105WN7,,Deployed,,1,284,09/01/15,,USD
23,Laptop,27,,20505,HP 430 ,,CND5105WM4,,Deployed,,1,284,09/01/15,,USD
23,Laptop,28,,20505,HP 430 ,,CND5105WF2,,Deployed,,1,284,09/01/15,,USD
23,Laptop,29,,20505,HP 430 ,,CND5105WCR,,Deployed,,1,284,09/01/15,,USD
23,Laptop,30,,20505,HP 430 ,,CND5105WMR,,Deployed,,1,284,09/01/15,,USD
23,Laptop,1,,20526,HP 430 ,,CND5078JYZ,,Deployed,,1,284,10/01/15,,USD
23,Laptop,2,,20526,HP 430 ,,CND5086TTF,,Deployed,,1,284,10/01/15,,USD
23,Laptop,3,,20526,HP 430 ,,CND5086TTL,,Deployed,,1,284,10/01/15,,USD
23,Laptop,4,,20526,HP 430 ,,CND5086TTT,,Deployed,,1,284,10/01/15,,USD
23,Laptop,5,,20526,HP 430 ,,CND5086TTV,,Deployed,,1,284,10/01/15,,USD
23,Laptop,6,,20526,HP 430 ,,CND5086TV2,,Deployed,,1,284,10/01/15,,USD
23,Laptop,7,,20526,HP 430 ,,CND5086TV4,,Deployed,,1,284,10/01/15,,USD
23,Laptop,8,,20526,HP 430 ,,CND5086TVB,,Deployed,,1,284,10/01/15,,USD
23,Laptop,9,,20526,HP 430 ,,CND5086TWB,,Deployed,,1,284,10/01/15,,USD
23,Laptop,10,,20526,HP 430 ,,CND5086TWJ,,Deployed,,1,284,10/01/15,,USD
23,Laptop,11,,20526,HP 430 ,,CND5086TWK,,Deployed,,1,284,10/01/15,,USD
23,Laptop,12,,20526,HP 430 ,,CND5086TWL,,Deployed,,1,284,10/01/15,,USD
23,Laptop,13,,20526,HP 430 ,,CND5086TX6,,Deployed,,1,284,10/01/15,,USD
23,Laptop,14,,20526,HP 430 ,,CND5086TXN,,Deployed,,1,284,10/01/15,,USD
23,Laptop,15,,20526,HP 430 ,,CND5086TYC,,Deployed,,1,284,10/01/15,,USD
23,Laptop,16,,20526,HP 430 ,,CND5086TYL,,Deployed,,1,284,10/01/15,,USD
23,Laptop,17,,20526,HP 430 ,,CND5086TZJ,,Deployed,,1,284,10/01/15,,USD
23,Laptop,18,,20526,HP 430 ,,CND5086V08,,Deployed,,1,284,10/01/15,,USD
23,Laptop,19,,20526,HP 430 ,,CND5086V0H,,Deployed,,1,284,10/01/15,,USD
23,Laptop,20,,20526,HP 430 ,,CND5086V0T,,Deployed,,1,284,10/01/15,,USD
23,Laptop,21,,20526,HP 430 ,,CND5086V0W,,Deployed,,1,284,10/01/15,,USD
23,Laptop,22,,20526,HP 430 ,,CND5086V11,,Deployed,,1,284,10/01/15,,USD
23,Laptop,23,,20526,HP 430 ,,CND5086V19,,Deployed,,1,284,10/01/15,,USD
23,Laptop,24,,20526,HP 430 ,,CND5086V1B,,Deployed,,1,284,10/01/15,,USD
23,Laptop,25,,20526,HP 430 ,,CND5086V1G,,Deployed,,1,284,10/01/15,,USD
23,Laptop,26,,20526,HP 430 ,,CND5086V1K,,Deployed,,1,284,10/01/15,,USD
23,Laptop,27,,20526,HP 430 ,,CND5086V29,,Deployed,,1,284,10/01/15,,USD
23,Laptop,28,,20526,HP 430 ,,CND51283KY,,Deployed,,1,284,10/01/15,,USD
23,Laptop,29,,20526,HP 430 ,,CND51283L3,,Deployed,,1,284,10/01/15,,USD
23,Laptop,30,,20526,HP 430 ,,CND51283L6,,Deployed,,1,284,10/01/15,,USD
23,Laptop,1,,20528,HP 450,Elgeyo Travel,CND5240CYL,,Deployed,,1,297,10/01/15,,USD
23,Laptop,2,,20528,HP 450,Elgeyo Travel,CND5240CRK,,Deployed,,1,297,10/01/15,,USD
24,UPS,1,,20396,BX-650CI-AF,,S3B1435X20383,,Deployed,,116,04/01/15,,USD,
24,UPS,2,,20396,BX-650CI-AF,,S3B1429X14404,,Deployed,,116,04/01/15,,USD,
24,UPS,3,,20396,BX-650CI-AF,,S3B1429X12961,,Deployed,,116,04/01/15,,USD,
24,UPS,4,,20396,BX-650CI-AF,,S3B1429X18051,,Deployed,,116,04/01/15,,USD,
24,UPS,5,,20396,BX-650CI-AF,,S3B1435X16047,,Deployed,,116,04/01/15,,USD,
24,UPS,6,,20396,BX-650CI-AF,,S3B1435X17264,,Deployed,,116,04/01/15,,USD,
24,UPS,7,,20396,BX-650CI-AF,,S3B1435x16179,,Deployed,,116,04/01/15,,USD,
24,UPS,8,,20396,BX-650CI-AF,,S3B1435x16026,,Deployed,,116,04/01/15,,USD,
24,UPS,9,,20396,BX-650CI-AF,,S3B1435x16144,,Deployed,,116,04/01/15,,USD,
24,UPS,10,,20396,BX-650CI-AF,,S3B1429x19009,,Deployed,,116,04/01/15,,USD,
24,UPS,11,,20396,BX-650CI-AF,,S3B1435x16030,,Deployed,,116,04/01/15,,USD,
24,UPS,12,,20396,BX-650CI-AF,,S3B1435x15998,,Deployed,,116,04/01/15,,USD,
24,UPS,13,,20396,BX-650CI-AF,,S3B1435x16138,,Deployed,,116,04/01/15,,USD,
24,UPS,14,,20396,BX-650CI-AF,,S3B1435x15971,,Deployed,,116,04/01/15,,USD,
24,UPS,15,,20396,BX-650CI-AF,,S3B1429x13835,,Deployed,,116,04/01/15,,USD,
24,UPS,16,,20396,BX-650CI-AF,,S3B1435x18673,,Deployed,,116,04/01/15,,USD,
24,UPS,17,,20396,BX-650CI-AF,,S3B1429x14150,,Deployed,,116,04/01/15,,USD,
24,UPS,18,,20396,BX-650CI-AF,,S3B1429x13459,,Deployed,,116,04/01/15,,USD,
24,UPS,19,,20396,BX-650CI-AF,,S3B1435x16027,,Deployed,,116,04/01/15,,USD,
24,UPS,20,,20396,BX-650CI-AF,,S3B1435x16001,,Deployed,,116,04/01/15,,USD,
24,UPS,21,,20396,BX-650CI-AF,,S3B1435x15995,,Deployed,,116,04/01/15,,USD,
24,UPS,22,,20396,BX-650CI-AF,,S3B1435x15992,,Deployed,,116,04/01/15,,USD,
24,UPS,23,,20396,BX-650CI-AF,,S3B1435x16140,,Deployed,,116,04/01/15,,USD,
24,UPS,24,,20396,BX-650CI-AF,,S3B1435x18g32,,Deployed,,116,04/01/15,,USD,
24,UPS,25,,20396,BX-650CI-AF,,S3B1435x18721,,Deployed,,116,04/01/15,,USD,
24,UPS,26,,20396,BX-650CI-AF,,S3B1429x13667,,Deployed,,116,04/01/15,,USD,
24,UPS,27,,20396,BX-650CI-AF,,S3B1435x20381,,Deployed,,116,04/01/15,,USD,
24,UPS,28,,20396,BX-650CI-AF,,S3B1429x14466,,Deployed,,116,04/01/15,,USD,
24,UPS,29,,20396,BX-650CI-AF,,S3B1429x12402,,Deployed,,116,04/01/15,,USD,
24,UPS,30,,20396,BX-650CI-AF,,S3B1429x18013,,Deployed,,116,04/01/15,,USD,
24,UPS,1,,20452,BX-650CI-AF,,3B1440X18484,,Deployed,,119,06/02/15,,USD,
24,UPS,2,,20452,BX-650CI-AF,,3B1440X18195,,Deployed,,119,06/02/15,,USD,
24,UPS,3,,20452,BX-650CI-AF,,3B1440X18340,,Deployed,,119,06/02/15,,USD,
24,UPS,4,,20452,BX-650CI-AF,,3B1440X18193,,Deployed,,119,06/02/15,,USD,
24,UPS,5,,20452,BX-650CI-AF,,3B1440X18308,,Deployed,,119,06/02/15,,USD,
24,UPS,6,,20452,BX-650CI-AF,,3B1440X18273,,Deployed,,119,06/02/15,,USD,
24,UPS,7,,20452,BX-650CI-AF,,3B1440X18331,,Deployed,,119,06/02/15,,USD,
24,UPS,8,,20452,BX-650CI-AF,,3B1440X18552,,Deployed,,119,06/02/15,,USD,
24,UPS,9,,20452,BX-650CI-AF,,3B1440X18267,,Deployed,,119,06/02/15,,USD,
24,UPS,10,,20452,BX-650CI-AF,,3B1440X18243,,Deployed,,119,06/02/15,,USD,
24,UPS,11,,20452,BX-650CI-AF,,3B1440X18222,,Deployed,,119,06/02/15,,USD,
24,UPS,12,,20452,BX-650CI-AF,,3B1440X19009,,Deployed,,119,06/02/15,,USD,
24,UPS,13,,20452,BX-650CI-AF,,3B1440X18454,,Deployed,,119,06/02/15,,USD,
24,UPS,14,,20452,BX-650CI-AF,,3B1440X18237,,Deployed,,119,06/02/15,,USD,
24,UPS,15,,20452,BX-650CI-AF,,3B1440X18674,,Deployed,,119,06/02/15,,USD,
24,UPS,16,,20452,BX-650CI-AF,,3B1440X18259,,Deployed,,119,06/02/15,,USD,
24,UPS,17,,20452,BX-650CI-AF,,3B1440X18270,,Deployed,,119,06/02/15,,USD,
24,UPS,18,,20452,BX-650CI-AF,,3B1440X18316,,Deployed,,119,06/02/15,,USD,
24,UPS,19,,20452,BX-650CI-AF,,3B1440X18284,,Deployed,,119,06/02/15,,USD,
24,UPS,20,,20452,BX-650CI-AF,,3B1440X18395,,Deployed,,119,06/02/15,,USD,
24,UPS,21,,20452,BX-650CI-AF,,3B1440X18214,,Deployed,,119,06/02/15,,USD,
24,UPS,22,,20452,BX-650CI-AF,,3B1440X18205,,Deployed,,119,06/02/15,,USD,
24,UPS,23,,20452,BX-650CI-AF,,3B1440X18402,,Deployed,,119,06/02/15,,USD,
24,UPS,24,,20452,BX-650CI-AF,,3B1440X18277,,Deployed,,119,06/02/15,,USD,
24,UPS,25,,20452,BX-650CI-AF,,3B1440X18285,,Deployed,,119,06/02/15,,USD,
24,UPS,26,,20452,BX-650CI-AF,,3B1440X18226,,Deployed,,119,06/02/15,,USD,
24,UPS,27,,20452,BX-650CI-AF,,3B1440X18508,,Deployed,,119,06/02/15,,USD,
24,UPS,28,,20452,BX-650CI-AF,,3B1440X18309,,Deployed,,119,06/02/15,,USD,
24,UPS,29,,20452,BX-650CI-AF,,3B1440X18586,,Deployed,,119,06/02/15,,USD,
24,UPS,30,,20452,BX-650CI-AF,,3B1440X18204,,Deployed,,119,06/02/15,,USD,
24,UPS,31,,20452,BX-650CI-AF,,3B1440X18274,,Deployed,,119,06/02/15,,USD,
24,UPS,32,,20452,BX-650CI-AF,,3B1440X18608,,Deployed,,119,06/02/15,,USD,
24,UPS,33,,20452,BX-650CI-AF,,3B1440X18388,,Deployed,,119,06/02/15,,USD,
24,UPS,34,,20452,BX-650CI-AF,,3B1440X18213,,Deployed,,119,06/02/15,,USD,
24,UPS,35,,20452,BX-650CI-AF,,3B1440X18338,,Deployed,,119,06/02/15,,USD,
24,UPS,36,,20452,BX-650CI-AF,,3B1440X18327,,Deployed,,119,06/02/15,,USD,
24,UPS,37,,20452,BX-650CI-AF,,3B1440X18335,,Deployed,,119,06/02/15,,USD,
24,UPS,38,,20452,BX-650CI-AF,,3B1440X18572,,Deployed,,119,06/02/15,,USD,
24,UPS,39,,20452,BX-650CI-AF,,3B1440X18344,,Deployed,,119,06/02/15,,USD,
24,UPS,40,,20452,BX-650CI-AF,,3B1440X18294,,Deployed,,119,06/02/15,,USD,
24,UPS,41,,20452,BX-650CI-AF,,3B1440X18201,,Deployed,,119,06/02/15,,USD,
24,UPS,42,,20452,BX-650CI-AF,,3B1440X18360,,Deployed,,119,06/02/15,,USD,
24,UPS,43,,20452,BX-650CI-AF,,3B1440X18263,,Deployed,,119,06/02/15,,USD,
24,UPS,44,,20452,BX-650CI-AF,,3B1440X16156,,Deployed,,119,06/02/15,,USD,
24,UPS,45,,20452,BX-650CI-AF,,3B1440X18449,,Deployed,,119,06/02/15,,USD,
24,UPS,46,,20452,BX-650CI-AF,,3B1440X19008,,Deployed,,119,06/02/15,,USD,
24,UPS,47,,20452,BX-650CI-AF,,3B1440X18352,,Deployed,,119,06/02/15,,USD,
24,UPS,48,,20452,BX-650CI-AF,,3B1440X18550,,Deployed,,119,06/02/15,,USD,
24,UPS,49,,20452,BX-650CI-AF,,3B1440X18215,,Deployed,,119,06/02/15,,USD,
24,UPS,50,,20452,BX-650CI-AF,,3B1440X18350,,Deployed,,119,06/02/15,,USD,
24,UPS,1,,20503,BX-650CI-AF,,3B1435X20539,,Deployed,,119,09/01/15,,USD,
24,UPS,2,,20503,BX-650CI-AF,,3B1421X18894,,Deployed,,119,09/01/15,,USD,
24,UPS,3,,20503,BX-650CI-AF,,3B142GX13858,,Deployed,,119,09/01/15,,USD,
24,UPS,4,,20503,BX-650CI-AF,,3B1444X13867,,Deployed,,119,09/01/15,,USD,
24,UPS,5,,20503,BX-650CI-AF,,3B1429X18827,,Deployed,,119,09/01/15,,USD,
24,UPS,6,,20503,BX-650CI-AF,,3B1435X20536,,Deployed,,119,09/01/15,,USD,
24,UPS,7,,20503,BX-650CI-AF,,3B1435X18660,,Deployed,,119,09/01/15,,USD,
24,UPS,8,,20503,BX-650CI-AF,,3B1429X13837,,Deployed,,119,09/01/15,,USD,
24,UPS,9,,20503,BX-650CI-AF,,3B1435X20571,,Deployed,,119,09/01/15,,USD,
24,UPS,10,,20503,BX-650CI-AF,,3B1420X05869,,Deployed,,119,09/01/15,,USD,
24,UPS,11,,20503,BX-650CI-AF,,3B1430X24343,,Deployed,,119,09/01/15,,USD,
24,UPS,12,,20503,BX-650CI-AF,,3B1430X18912,,Deployed,,119,09/01/15,,USD,
24,UPS,13,,20503,BX-650CI-AF,,3B1430X23210,,Deployed,,119,09/01/15,,USD,
24,UPS,14,,20503,BX-650CI-AF,,3B1430X21359,,Deployed,,119,09/01/15,,USD,
24,UPS,15,,20503,BX-650CI-AF,,3B1430X18888,,Deployed,,119,09/01/15,,USD,
24,UPS,16,,20503,BX-650CI-AF,,3B1430X18905,,Deployed,,119,09/01/15,,USD,
24,UPS,17,,20503,BX-650CI-AF,,3B1430X18737,,Deployed,,119,09/01/15,,USD,
24,UPS,18,,20503,BX-650CI-AF,,3B1430X23510,,Deployed,,119,09/01/15,,USD,
24,UPS,19,,20503,BX-650CI-AF,,3B1430X21357,,Deployed,,119,09/01/15,,USD,
24,UPS,20,,20503,BX-650CI-AF,,3B1430X21425,,Deployed,,119,09/01/15,,USD,
24,UPS,21,,20503,BX-650CI-AF,,3B1430X19138,,Deployed,,119,09/01/15,,USD,
24,UPS,22,,20503,BX-650CI-AF,,3B1430X19155,,Deployed,,119,09/01/15,,USD,
24,UPS,23,,20503,BX-650CI-AF,,3B1430X19174,,Deployed,,119,09/01/15,,USD,
24,UPS,24,,20503,BX-650CI-AF,,3B1430X24385,,Deployed,,119,09/01/15,,USD,
24,UPS,25,,20503,BX-650CI-AF,,3B1430X18368,,Deployed,,119,09/01/15,,USD,
24,UPS,26,,20503,BX-650CI-AF,,3B1430X18616,,Deployed,,119,09/01/15,,USD,
24,UPS,27,,20503,BX-650CI-AF,,3B1430X21455,,Deployed,,119,09/01/15,,USD,
24,UPS,28,,20503,BX-650CI-AF,,3B1430X18892,,Deployed,,119,09/01/15,,USD,
24,UPS,29,,20503,BX-650CI-AF,,3B1430X19133,,Deployed,,119,09/01/15,,USD,
24,UPS,30,,20503,BX-650CI-AF,,3B1430X17850,,Deployed,,119,09/01/15,,USD,
24,UPS,1,,20551,BX-650CI-AF,,3B1430X23207,,Deployed,,119,11/02/15,,USD,
24,UPS,2,,20551,BX-650CI-AF,,3B1430X24397,,Deployed,,119,11/02/15,,USD,
24,UPS,3,,20551,BX-650CI-AF,,3B1430X18804,,Deployed,,119,11/02/15,,USD,
24,UPS,4,,20551,BX-650CI-AF,,3B1430X19140,,Deployed,,119,11/02/15,,USD,
